iter	Logloss
0	0.5028502367
1	0.3686520414
2	0.2689965587
3	0.1997908153
4	0.1535810949
5	0.1121942483
6	0.08008670324
7	0.0596832701
8	0.04699978319
9	0.03669049605
10	0.02936910704
11	0.02252569404
12	0.01784110104
13	0.01413231793
14	0.01162033294
15	0.009637047529
16	0.007557471055
17	0.006089462635
18	0.004930706741
19	0.00403636938
20	0.003335578099
21	0.002922297855
22	0.002582197703
23	0.002277283995
24	0.002036716477
25	0.001777296645
26	0.001621600874
27	0.001480128919
28	0.001386637709
29	0.001294193282
30	0.001164396383
31	0.001100473963
32	0.001034935592
33	0.0009967805576
34	0.0009354833579
35	0.0009042939649
36	0.0008593656736
37	0.0008242771249
38	0.0008105832235
39	0.000788808475
40	0.0007761735068
41	0.0007521882386
42	0.0007406748664
43	0.0007104460186
44	0.0006911865322
45	0.0006263593215
46	0.0006205708206
47	0.0006001117749
48	0.0005842530436
49	0.0005685152412
50	0.0005485710882
51	0.00054571968
52	0.0005382864607
53	0.0005325224745
54	0.0005202629169
55	0.0005021921468
56	0.0004917757611
57	0.0004865587827
58	0.0004692063547
59	0.0004609123056
60	0.0004581108927
61	0.0004464623366
62	0.0004464623366
63	0.0004333481003
64	0.0004033932741
65	0.0003968240126
66	0.0003968093376
67	0.000371359932
68	0.000371359932
69	0.0003713549585
70	0.0003622371993
71	0.0003622307292
72	0.0003622307292
73	0.0003622310981
74	0.0003622302569
75	0.0003622137899
76	0.0003622137899
77	0.0003622137899
78	0.0003622229792
79	0.0003622229792
80	0.0003594626316
81	0.000359463661
82	0.000359463661
83	0.000359463661
84	0.000359463661
85	0.0003506199471
86	0.0003506220519
87	0.0003422191966
88	0.0003422105046
89	0.0003422105046
90	0.0003422113345
91	0.0003422101631
92	0.0003349234954
93	0.0003349321488
94	0.0003349321488
95	0.0003349321488
96	0.0003327787925
97	0.0003327826444
98	0.0003327826444
99	0.000326304269
100	0.0003263086356
101	0.0003263086356
102	0.0003263105211
103	0.000326311366
104	0.0003262974699
105	0.0003262953389
106	0.0003262999049
107	0.0003208040273
108	0.0003208008009
109	0.000317245687
110	0.0003172430364
111	0.0003172430364
112	0.0003172430364
113	0.0003109306666
114	0.0003109270839
115	0.0003109254701
116	0.0003085683888
117	0.0003085721099
118	0.0003085716388
119	0.0003085673134
120	0.0003085635325
121	0.0003085635325
122	0.0003029388152
123	0.0003029388152
124	0.000300521515
125	0.0003005080239
126	0.0003005187908
127	0.0002827671602
128	0.0002827671602
129	0.0002827786151
130	0.0002827786151
131	0.0002827726783
132	0.0002827726783
133	0.0002827629338
134	0.0002827618976
135	0.0002827700158
136	0.0002827691778
137	0.0002827691778
138	0.0002802372767
139	0.0002802372767
140	0.0002715349802
141	0.0002715435975
142	0.0002715298834
143	0.0002715301687
144	0.0002625888662
145	0.0002625823456
146	0.0002625835015
147	0.0002625765584
148	0.0002625708434
149	0.0002625708434
150	0.0002625736779
151	0.0002625736779
152	0.0002625792015
153	0.0002625792015
154	0.0002625672719
155	0.0002625672719
156	0.0002625672719
157	0.0002625766762
158	0.0002625766762
159	0.0002625766762
160	0.0002625793511
161	0.0002625466626
162	0.0002625547827
163	0.0002625547827
164	0.0002625440245
165	0.0002625443422
166	0.000262545042
167	0.0002625401464
168	0.0002625401464
169	0.0002625477337
170	0.0002625366135
171	0.0002625464333
172	0.0002625367636
173	0.0002609767566
174	0.0002609756992
175	0.0002609778296
176	0.0002609753391
177	0.0002609765155
178	0.0002609765155
179	0.0002609765155
180	0.0002609678377
181	0.000260966004
182	0.0002609666358
183	0.0002609624736
184	0.000260130793
185	0.0002601334318
186	0.0002580125514
187	0.0002580132275
188	0.0002580065548
189	0.0002580062134
190	0.0002580135128
191	0.00025800915
192	0.0002580070551
193	0.0002580052501
194	0.000258006386
195	0.0002579965007
196	0.0002579940083
197	0.0002563230374
198	0.0002563230374
199	0.0002563272806
200	0.0002563281673
201	0.0002563145129
202	0.0002536825296
203	0.0002536675001
204	0.0002536675001
205	0.000253663969
206	0.000253663969
207	0.0002536723371
208	0.0002536730393
209	0.0002536639821
210	0.0002536661854
211	0.0002536636837
212	0.0002536604424
213	0.0002536669979
214	0.0002536587164
215	0.0002536541068
216	0.0002536541068
217	0.0002536541068
218	0.0002536624375
219	0.0002536509041
220	0.0002536509041
221	0.0002536707688
222	0.0002536707688
223	0.0002536566851
224	0.0002536566851
225	0.0002536594666
226	0.0002536594666
227	0.0002536559449
228	0.0002536447686
229	0.0002536447686
230	0.0002536447686
231	0.0002536447686
232	0.0002536447686
233	0.0002536553362
234	0.0002536584902
235	0.0002536454826
236	0.0002536599408
237	0.0002536502194
238	0.0002536442533
239	0.0002536480454
240	0.0002536477557
241	0.0002536496766
242	0.000253644196
243	0.000253644196
244	0.000253644196
245	0.0002536459369
246	0.0002536459369
247	0.0002536459369
248	0.0002536459369
249	0.0002536414986
250	0.0002536423952
251	0.000253641612
252	0.000252904619
253	0.0002528958173
254	0.0002528874162
255	0.0002528874162
256	0.0002529052172
257	0.0002528875851
258	0.0002528875851
259	0.0002528958628
260	0.0002528907803
261	0.0002528826926
262	0.0002528826926
263	0.000251649519
264	0.000251653812
265	0.0002516456701
266	0.0002516531971
267	0.0002516531971
268	0.0002516517652
269	0.0002516496025
270	0.0002516449816
271	0.0002516508007
272	0.0002516508007
273	0.0002516435971
274	0.0002516435971
275	0.0002516357425
276	0.0002516388922
277	0.0002516388922
278	0.0002516495993
279	0.0002516414095
280	0.0002516453829
281	0.0002516364547
282	0.0002516512711
283	0.0002516404892
284	0.0002516471575
285	0.0002516471575
286	0.0002516471575
287	0.0002487514091
288	0.0002487616221
289	0.0002487616221
290	0.0002487590058
291	0.0002487527886
292	0.0002487453539
293	0.0002487486102
294	0.000248749161
295	0.000248749161
296	0.0002487505255
297	0.0002487505255
298	0.0002487439918
299	0.0002487517655
300	0.0002487542398
301	0.0002487440043
302	0.0002487440043
303	0.0002487501685
304	0.0002487409219
305	0.0002487457147
306	0.0002487549794
307	0.0002487462057
308	0.0002487462057
309	0.0002487360443
310	0.0002487360443
311	0.0002487360443
312	0.0002487494881
313	0.0002487409773
314	0.0002487423444
315	0.000234438588
316	0.0002344219379
317	0.0002344219379
318	0.0002344333192
319	0.0002344250969
320	0.0002344250969
321	0.0002344226164
322	0.0002334171672
323	0.0002334078607
324	0.0002334078607
325	0.0002334170344
326	0.0002334072694
327	0.0002334033097
328	0.0002334033097
329	0.0002334040343
330	0.0002334053441
331	0.0002334011544
332	0.0002334011544
333	0.0002334074507
334	0.0002334018242
335	0.0002333986976
336	0.0002333986976
337	0.0002333880521
338	0.0002333995431
339	0.0002334003157
340	0.0002334050419
341	0.0002334077816
342	0.0002333964619
343	0.0002334011351
344	0.0002324361642
345	0.0002324361642
346	0.0002324441553
347	0.0002324441553
348	0.0002324336917
349	0.0002324336917
350	0.000232435551
351	0.000232435551
352	0.0002324307184
353	0.0002324355492
354	0.0002314662116
355	0.0002314433804
356	0.0002314433804
357	0.0002314521604
358	0.0002314570952
359	0.0002314570952
360	0.000231461746
361	0.000231461746
362	0.0002314522382
363	0.0002314522382
364	0.0002314449693
365	0.0002314512089
366	0.0002314512089
367	0.0002314505272
368	0.0002314505272
369	0.000231446623
370	0.000231447299
371	0.0002314529623
372	0.0002314480386
373	0.0002314480386
374	0.0002314404812
375	0.0002314444391
376	0.0002314404307
377	0.0002314262287
378	0.0002314339849
379	0.0002314339849
380	0.000231457537
381	0.0002314449942
382	0.0002314426377
383	0.0002314426377
384	0.0002314329013
385	0.0002314434346
386	0.0002314434346
387	0.000231444469
388	0.0002314301149
389	0.0002314354473
390	0.0002314354473
391	0.0002314301903
392	0.0002314328826
393	0.0002314366081
394	0.0002314362168
395	0.0002314333057
396	0.0002314306433
397	0.0002314306433
398	0.0002314260872
399	0.0002314260872
