customer_id,transaction_count,total_volume_usd,average_transaction_usd,maximum_transaction_usd,alert_count,maximum_risk_score,average_risk_score,alert_rate
CUST000001,31,28534.82,920.478064516129,6393.51,23,32.0,25.05645162930194,0.7419354838709677
CUST000002,28,31315.07,1118.3953571428572,12304.22,0,21.0,12.50000007329007,0.0
CUST000003,24,10958.81,456.6170833333333,3076.05,0,14.0,11.666666692488446,0.0
CUST000004,27,11850.35,438.90185185185186,2070.11,0,14.000000125140646,11.731481521008506,0.0
CUST000005,26,17229.46,662.6715384615384,4617.64,0,14.000000000317913,11.711538461641302,0.0
CUST000006,24,14195.51,591.4795833333334,4724.67,0,14.0,11.739587103449809,0.0
CUST000007,20,9580.53,479.02650000000006,3059.5,0,14.0,11.55000063765592,0.0
CUST000008,20,8212.85,410.64250000000004,1312.0,0,14.0,11.550000018724882,0.0
CUST000009,25,14150.35,566.014,2348.84,0,12.250000000155056,11.550000038789694,0.0
CUST000010,42,204756.32,4875.150476190476,9902.23,20,74.99999785358497,41.54744646740448,0.47619047619047616
CUST000011,53,216949.59,4093.3884905660375,9945.94,22,35.0,20.88838305226824,0.41509433962264153
CUST000012,46,197902.13,4302.220217391305,9936.25,19,35.0,21.646746116321935,0.41304347826086957
CUST000013,47,202374.71,4305.844893617021,9884.04,20,35.0,21.657681915055594,0.425531914893617
CUST000014,46,204049.31,4435.854565217392,9852.35,20,35.0,21.995251060591315,0.43478260869565216
CUST000015,44,204191.11,4640.707045454546,9928.3,19,35.0,21.994320529119786,0.4318181818181818
CUST000016,44,204177.06,4640.387727272727,9918.88,19,35.0,22.19381618207214,0.4318181818181818
CUST000017,42,198669.76,4730.232380952381,9893.61,20,35.0,22.333346821662023,0.47619047619047616
CUST000018,44,195249.06,4437.478636363637,9936.24,19,35.0,22.128663715392758,0.4318181818181818
CUST000019,41,196518.45,4793.132926829268,9870.8,19,35.0,22.62211618661992,0.4634146341463415
CUST000020,50,210948.75,4218.975,9747.67,19,35.0,20.86024631397304,0.38
CUST000021,41,203418.94,4961.43756097561,9815.14,19,35.0,23.2223378749068,0.4634146341463415
CUST000022,43,206438.08,4800.885581395349,9895.48,19,35.0,22.47578688989131,0.4418604651162791
CUST000023,50,206369.73,4127.3946000000005,9922.86,20,35.0,20.96519437888595,0.4
CUST000024,38,192871.37,5075.562368421052,9679.71,19,35.0,23.58000548990554,0.5
CUST000025,45,198368.84,4408.196444444445,9916.03,19,35.0,21.740018458766908,0.4222222222222222
CUST000026,40,191328.69,4783.21725,9928.62,19,35.0,23.143750202541938,0.475
CUST000027,47,210088.52,4469.968510638298,9939.84,19,35.0,21.37295688028521,0.40425531914893614
CUST000028,44,196018.65,4454.969318181818,9930.35,20,35.0,22.331291409064107,0.45454545454545453
CUST000029,40,217526.33,5438.1582499999995,9913.8,21,60.17709273680927,24.867072573868647,0.525
CUST000030,44,218699.32,4970.439090909091,10310.3,38,42.5,33.03523250853317,0.8636363636363636
CUST000031,43,206455.95,4801.301162790698,9843.0,20,35.0,22.54779756563557,0.46511627906976744
CUST000032,42,192484.05000000002,4582.953571428572,9853.23,20,35.0,22.833333333452078,0.47619047619047616
CUST000033,39,196730.7,5044.376923076923,9913.09,19,35.0,23.42307722081631,0.48717948717948717
CUST000034,41,194196.7,4736.5048780487805,9942.92,19,35.0,22.878178366525322,0.4634146341463415
CUST000035,44,586149.77,13321.585681818182,44380.46,19,35.0,21.71591000129407,0.4318181818181818
CUST000036,45,618612.76,13746.950222222222,44994.06,20,35.0,22.088935831208612,0.4444444444444444
CUST000037,44,585393.01,13304.386590909091,44499.12,20,35.0,21.556819014716385,0.45454545454545453
CUST000038,48,665215.46,13858.655416666666,42194.19,19,35.0,21.40104167186215,0.3958333333333333
CUST000039,47,718855.74,15294.802978723405,44851.43,20,35.0,21.521285873389402,0.425531914893617
CUST000040,45,649062.82,14423.618222222221,44059.06,19,35.0,21.35004059389488,0.4222222222222222
CUST000041,52,640133.09,12310.25173076923,40680.77,20,74.99999998913921,35.74747457042034,0.38461538461538464
CUST000042,51,634128.98,12433.90156862745,44846.41,20,74.99999999756989,36.17156591527174,0.39215686274509803
CUST000043,46,633262.26,13766.570869565217,43104.74,20,35.0,21.30434794537817,0.43478260869565216
CUST000044,51,565995.87,11097.958235294118,44019.81,19,35.0,20.039215812981404,0.37254901960784315
CUST000045,51,608817.96,11937.607058823529,42231.33,51,47.5,35.363276510480304,1.0
CUST000046,48,631886.03,13164.292291666667,44362.59,20,42.120211353201945,21.184878318865326,0.4166666666666667
CUST000047,46,680335.99,14789.912826086957,42951.13,20,35.0,21.686133507005977,0.43478260869565216
CUST000048,44,643450.52,14623.875454545456,42621.49,20,74.99999415214694,39.77829246088883,0.45454545454545453
CUST000049,38,671001.41,17657.931842105263,44273.65,20,35.0,23.440798580240358,0.5263157894736842
CUST000050,46,623488.38,13554.095217391305,44125.82,20,35.0,21.798914637749448,0.43478260869565216
CUST000051,41,648506.03,15817.22024390244,42841.14,20,35.0,22.664634188951613,0.4878048780487805
CUST000052,45,693028.6,15400.635555555555,42963.16,20,35.0,22.205555627675544,0.4444444444444444
CUST000053,41,600806.41,14653.81487804878,43653.98,19,35.0,22.79268292689541,0.4634146341463415
CUST000054,45,588527.4,13078.386666666667,44947.81,20,35.0,21.897139707793535,0.4444444444444444
CUST000055,44,600742.66,13653.242272727273,43155.65,19,35.0,22.073875868839988,0.4318181818181818
CUST000056,52,708832.12,13631.386923076923,44953.62,19,35.0,20.158685047925115,0.36538461538461536
CUST000057,46,593379.61,12899.556739130434,44778.64,19,35.0,20.69686880524313,0.41304347826086957
CUST000058,42,591183.92,14075.80761904762,43263.31,20,35.0,22.79166904388211,0.47619047619047616
CUST000059,50,565180.26,11303.6052,40197.28,20,35.0,20.860000420436137,0.4
CUST000060,45,182501.66999999998,4055.5926666666664,11264.85,35,42.5,31.71512315951316,0.7777777777777778
CUST000061,42,173763.22,4137.219523809524,11302.64,17,35.0,20.916666703305047,0.40476190476190477
CUST000062,40,170489.32,4262.233,11006.75,31,42.5,31.253979003072732,0.775
CUST000063,40,194771.49,4869.287249999999,11990.26,19,35.0,23.015495679200306,0.475
CUST000064,45,147597.42,3279.942666666667,10916.66,36,82.4999998597257,46.61268509489157,0.8
CUST000065,47,177763.38999999998,3782.199787234042,11855.44,12,35.0,18.297303366090134,0.2553191489361702
CUST000066,43,160600.83,3734.903023255814,11750.35,13,35.0,18.562934028031474,0.3023255813953488
CUST000067,54,166593.82,3085.070740740741,11563.98,12,35.0,16.885724721853016,0.2222222222222222
CUST000068,39,197655.5,5068.089743589743,11893.88,19,35.0,22.391025642045296,0.48717948717948717
CUST000069,44,168472.65,3828.9238636363634,11630.19,12,35.0,18.51123507685313,0.2727272727272727
CUST000070,51,188388.6,3693.894117647059,11790.4,16,35.0,18.906863707739898,0.3137254901960784
CUST000071,38,178779.61,4704.726578947368,11874.41,13,35.0,19.543182131837302,0.34210526315789475
CUST000072,43,170336.54,3961.3148837209305,11753.47,9,35.0,17.716666810502037,0.20930232558139536
CUST000073,41,188188.55,4589.964634146341,11807.3,17,35.0,20.920865535696564,0.4146341463414634
CUST000074,50,186622.81,3732.4562,11891.72,15,35.0,18.65888746752484,0.3
CUST000075,44,167677.31,3810.8479545454543,11648.76,13,35.0,19.17045459396898,0.29545454545454547
CUST000076,35,187358.32,5353.094857142857,11957.54,17,35.0,21.65002741889911,0.4857142857142857
CUST000077,38,175725.57,4624.357105263158,11534.6,19,35.0,22.01434478652467,0.5
CUST000078,43,172618.06,4014.373488372093,11896.05,13,35.0,18.690660656002596,0.3023255813953488
CUST000079,43,179789.93,4181.161162790698,11948.94,32,82.49999995751091,49.91275402458534,0.7441860465116279
CUST000080,42,189661.54,4515.750952380952,11339.59,20,74.99999994569009,39.63333019489494,0.47619047619047616
CUST000081,38,168900.75,4444.756578947368,11278.65,30,42.5,30.572402468158703,0.7894736842105263
CUST000082,36,145452.06,4040.335,10133.84,20,74.9999999768263,41.569346006139725,0.5555555555555556
CUST000083,47,158016.3,3362.0489361702125,11709.98,13,35.0,18.246617734371014,0.2765957446808511
CUST000084,41,163413.87,3985.7041463414635,10853.78,11,35.0,18.567073170731707,0.2682926829268293
CUST000085,42,398260.49,9482.39261904762,29631.58,19,35.0,22.70833407195826,0.4523809523809524
CUST000086,45,403059.5,8956.877777777778,29772.96,19,35.0,22.244448588602594,0.4222222222222222
CUST000087,43,395933.85,9207.763953488371,28644.43,19,35.0,21.653646200803387,0.4418604651162791
CUST000088,36,442597.03,12294.361944444445,29736.52,21,35.0,25.180555563778604,0.5833333333333334
CUST000089,39,414279.77999999997,10622.558461538461,29303.57,19,35.0,23.01992169892062,0.48717948717948717
CUST000090,50,406280.49,8125.6098,29779.45,19,35.0,20.65012694282828,0.38
CUST000091,47,380156.33,8088.43255319149,29806.69,19,35.0,21.446809086892895,0.40425531914893614
CUST000092,39,445873.35,11432.65,29968.16,20,35.0,23.96172567949119,0.5128205128205128
CUST000093,38,426823.36,11232.193684210526,29048.43,19,35.0,23.383939253037397,0.5
CUST000094,36,383758.12,10659.947777777777,27575.79,19,35.0,23.57638906207289,0.5277777777777778
CUST000095,52,392716.41,7552.238653846153,29785.0,20,35.0,20.645855549702503,0.38461538461538464
CUST000096,50,379693.9,7593.878000000001,29965.37,19,35.0,20.8384373590893,0.38
CUST000097,43,436362.83,10147.972790697675,29996.67,33,42.5,32.69186550801431,0.7674418604651163
CUST000098,45,366619.82,8147.107111111111,29846.08,19,35.0,21.233333461482257,0.4222222222222222
CUST000099,39,420325.44,10777.575384615384,29728.94,19,35.0,18.66679052109981,0.48717948717948717
CUST000100,45,418778.93,9306.198444444444,29232.88,19,35.0,21.50555734849829,0.4222222222222222
CUST000101,40,367732.14999999997,9193.30375,29417.67,19,35.0,22.972169379789175,0.475
CUST000102,41,434594.32,10599.861463414634,29983.94,20,35.0,22.71169688948792,0.4878048780487805
CUST000103,44,442995.73,10068.084772727272,29129.68,19,35.0,22.123784751311526,0.4318181818181818
CUST000104,44,426367.45,9690.16931818182,28955.63,19,35.0,21.954546274892976,0.4318181818181818
CUST000105,45,425901.35,9464.474444444444,28952.25,19,35.0,21.38913963171846,0.4222222222222222
CUST000106,51,413131.38,8100.615294117647,29027.25,19,35.0,20.60061882070094,0.37254901960784315
CUST000107,49,408936.57,8345.644285714287,29010.75,19,35.0,20.607214360358515,0.3877551020408163
CUST000108,47,429973.91000000003,9148.381063829787,29408.65,20,35.0,21.11171517554214,0.425531914893617
CUST000109,40,403431.06,10085.7765,27056.53,19,35.0,22.968791477621846,0.475
CUST000110,45,152605.62,3391.236,17158.66,7,35.0,15.947678763358105,0.15555555555555556
CUST000111,54,135974.91,2518.053888888889,10008.24,4,35.0,14.162130367316081,0.07407407407407407
CUST000112,41,125286.32,3055.7639024390246,9167.09,9,35.0,17.329274851540447,0.21951219512195122
CUST000113,35,108181.0,3090.885714285714,9301.02,2,35.0,14.901079388382975,0.05714285714285714
CUST000114,39,131124.36,3362.1630769230765,9390.13,8,35.0,16.692491308099804,0.20512820512820512
CUST000115,46,136876.12,2975.5678260869563,8850.56,9,35.0,16.778472980664766,0.1956521739130435
CUST000116,40,114731.95999999999,2868.299,9790.43,9,35.0,17.17385208984151,0.225
CUST000117,38,129904.92,3418.5505263157893,9773.82,8,35.0,17.03964559223191,0.21052631578947367
CUST000118,40,148824.24,3720.6059999999998,9989.58,8,35.0,17.456284514024947,0.2
CUST000119,44,144273.12,3278.9345454545455,9798.7,11,35.0,17.659238390465276,0.25
CUST000120,38,146811.1,3863.4500000000003,9907.41,11,35.0,18.88166393190147,0.2894736842105263
CUST000121,37,112657.9,3044.808108108108,8804.62,8,33.25,16.757784981477947,0.21621621621621623
CUST000122,42,131271.82,3125.519523809524,9940.47,11,35.0,17.711693176521543,0.2619047619047619
CUST000123,41,116222.92,2834.7053658536583,8220.0,7,35.0,16.449314821650642,0.17073170731707318
CUST000124,46,147932.05,3215.9141304347822,16143.81,10,35.0,17.343483969984856,0.21739130434782608
CUST000125,49,169166.91,3452.385918367347,9501.94,14,35.0,18.97369653492614,0.2857142857142857
CUST000126,44,142409.88,3236.588181818182,9390.63,20,74.99999993312002,35.24410751359749,0.45454545454545453
CUST000127,42,131266.55,3125.3940476190473,9901.43,10,35.0,17.000944400765984,0.23809523809523808
CUST000128,46,152620.47,3317.836304347826,9994.52,20,74.99999998808914,35.58439503492815,0.43478260869565216
CUST000129,39,143442.29,3678.007435897436,9835.53,11,35.0,18.49119637982477,0.28205128205128205
CUST000130,51,149564.96,2932.646274509804,9526.45,5,35.0,15.2009872361712,0.09803921568627451
CUST000131,45,129799.97,2884.443777777778,9443.36,11,35.0,17.111197270420938,0.24444444444444444
CUST000132,38,132115.67,3476.7281578947373,8673.66,7,35.0,16.44116875318473,0.18421052631578946
CUST000133,45,137094.18,3046.537333333333,9682.01,7,35.0,15.345140323010947,0.15555555555555556
CUST000134,46,133752.76,2907.668695652174,9994.41,8,35.0,15.560940373937502,0.17391304347826086
CUST000135,40,210221.81,5255.54525,14962.66,21,74.99999904349431,39.394280933384735,0.525
CUST000136,37,172413.63999999998,4659.828108108108,14484.41,6,35.0,16.6499079863309,0.16216216216216217
CUST000137,44,213219.92,4845.907272727273,14229.48,14,35.0,19.09097297953934,0.3181818181818182
CUST000138,37,194374.26,5253.358378378379,14729.27,16,35.0,21.483893448794394,0.43243243243243246
CUST000139,48,204690.34,4264.382083333333,14998.91,15,49.0135925671853,19.251068999681415,0.3125
CUST000140,40,160813.72,4020.343,13755.65,12,35.0,18.288204941938478,0.3
CUST000141,41,191360.43,4667.327560975609,14911.4,9,35.0,17.2076671410197,0.21951219512195122
CUST000142,41,171240.05,4176.586585365853,14745.1,8,35.0,16.81745262995123,0.1951219512195122
CUST000143,45,193427.21,4298.382444444444,13504.13,17,35.0,20.06869016227355,0.37777777777777777
CUST000144,39,151660.09,3888.7202564102563,14859.41,6,47.76731840851923,16.302344339493672,0.15384615384615385
CUST000145,45,170218.12,3782.6248888888886,14210.75,8,35.0,16.41111556509678,0.17777777777777778
CUST000146,43,179728.69,4179.736976744186,20661.74,10,35.0,17.41860849191538,0.23255813953488372
CUST000147,47,187861.41,3997.0512765957446,13706.29,13,35.0,19.2216057009663,0.2765957446808511
CUST000148,42,178762.26,4256.244285714286,14786.93,10,35.0,17.665354518725316,0.23809523809523808
CUST000149,43,170079.36,3955.3339534883717,14450.63,8,35.0,16.319868131052406,0.18604651162790697
CUST000150,40,176747.78,4418.6945,14646.29,10,35.0,18.447776274855332,0.25
CUST000151,57,179364.24,3146.741052631579,13456.03,11,33.25,16.631016463918144,0.19298245614035087
CUST000152,39,185319.85,4751.791025641026,14964.14,20,74.9999999833972,38.19176870867854,0.5128205128205128
CUST000153,49,183173.12,3738.22693877551,14830.64,11,33.25,17.041326102462698,0.22448979591836735
CUST000154,44,153032.77,3478.0175,13708.55,8,33.25,16.466260162222525,0.18181818181818182
CUST000155,41,185090.04,4514.391219512196,14886.5,10,35.0,17.542750968950415,0.24390243902439024
CUST000156,53,183730.83,3466.619433962264,14148.26,11,35.0,16.8067576326008,0.20754716981132076
CUST000157,45,171683.94,3815.1986666666667,14931.49,21,74.99999991499287,35.999770038177125,0.4666666666666667
CUST000158,43,162891.45,3788.173255813954,14775.73,8,35.0,16.467268807897426,0.18604651162790697
CUST000159,42,179819.68,4281.420952380952,14945.95,13,49.499954428996006,18.96082408688512,0.30952380952380953
CUST000160,32,20995.63,656.1134375,4682.57,0,14.0,11.484375004968415,0.0
CUST000161,16,8122.58,507.66125,1411.1,0,14.0,11.484375005334805,0.0
CUST000162,24,26151.06,1089.6275,7300.87,0,19.25,12.468750465237955,0.0
CUST000163,19,10915.65,574.5078947368421,2429.44,0,12.25,11.328947826372243,0.0
CUST000164,17,9246.18,543.8929411764706,1496.68,0,14.000003913195906,11.838235524305642,0.0
CUST000165,29,18234.66,628.7813793103448,3508.63,0,14.0,11.525862666492587,0.0
CUST000166,24,13572.289999999999,565.5120833333333,2888.73,0,14.0,11.375000000279735,0.0
CUST000167,28,18188.1,649.5749999999999,2501.26,0,14.0,11.937500527482937,0.0
CUST000168,31,23901.32,771.0103225806452,4189.05,0,14.0,11.741935505968517,0.0
CUST000169,28,23997.13,857.0403571428571,4202.75,0,14.0,11.5002475625495,0.0
CUST000170,24,11875.91,494.82958333333335,2034.67,0,14.00000000056571,11.593750019501483,0.0
