transaction_id,customer_id,feature,feature_value,shap_value,impact,absolute_shap_value
SCN00780016,CUST000078,transactions_24h,8.424472258774363,8.298823595844901,INCREASES_SUSPICION,8.298823595844901
SCN00780016,CUST000078,log_amount,2.3740343218105724,7.808449999997337,INCREASES_SUSPICION,7.808449999997337
SCN00780016,CUST000078,rapid_transaction_indicator,5.529823448214333,5.711653218484268,INCREASES_SUSPICION,5.711653218484268
SCN00780016,CUST000078,suspicious_transaction_ratio,4.139158989101945,5.668659893593202,INCREASES_SUSPICION,5.668659893593202
SCN00780016,CUST000078,channel_transaction_count,4.441651692159409,4.406115808185606,INCREASES_SUSPICION,4.406115808185606
SCN00780016,CUST000078,transactions_7d,8.035666171873876,3.237740030484724,INCREASES_SUSPICION,3.237740030484724
SCN00780016,CUST000078,channel_transaction_ratio,2.870471812587939,2.7613004120476865,INCREASES_SUSPICION,2.7613004120476865
SCN00780016,CUST000078,amount_usd,2.7756959590582877,2.6091068597196707,INCREASES_SUSPICION,2.6091068597196707
SCN00780016,CUST000078,amount_deviation_from_average,2.247369222694737,2.5479086042043515,INCREASES_SUSPICION,2.5479086042043515
SCN00780016,CUST000078,volume_30d,3.6785053933291154,-2.4691840475241773,DECREASES_SUSPICION,2.4691840475241773
SCN00780016,CUST000078,rapid_movement_ratio,3.6824250397448774,2.034742412175745,INCREASES_SUSPICION,2.034742412175745
SCN00780016,CUST000078,near_10000_threshold,9.889144590048806,1.9107715256365387,INCREASES_SUSPICION,1.9107715256365387
SCN00780016,CUST000078,structuring_customer_count,2.2106570378945274,-1.8825374804888766,DECREASES_SUSPICION,1.8825374804888766
SCN00780016,CUST000078,volume_24h,4.111170793140084,1.6595503759579755,INCREASES_SUSPICION,1.6595503759579755
SCN00780016,CUST000078,transaction_vs_monthly_income,3.8541459332284784,1.586144662494169,INCREASES_SUSPICION,1.586144662494169
SCN00780016,CUST000078,average_transaction_30d,2.592806949375953,-1.5469809642071797,DECREASES_SUSPICION,1.5469809642071797
SCN00780016,CUST000078,transaction_hour,0.6613502867459047,-1.505004564610552,DECREASES_SUSPICION,1.505004564610552
SCN00780016,CUST000078,amount_vs_customer_max,2.3291302927793947,1.397250334178953,INCREASES_SUSPICION,1.397250334178953
SCN00780016,CUST000078,transactions_30d,6.342825491726321,-1.331627540756136,DECREASES_SUSPICION,1.331627540756136
SCN00780016,CUST000078,international_ratio_24h,-0.9839545620142534,1.248694433757951,INCREASES_SUSPICION,1.248694433757951
SCN00780016,CUST000078,structuring_ratio,2.192844557643961,1.2461704795063373,INCREASES_SUSPICION,1.2461704795063373
SCN00780016,CUST000078,unique_counterparties,2.5863392965541196,1.0302921336295396,INCREASES_SUSPICION,1.0302921336295396
SCN00780016,CUST000078,amount_squared,0.9088949779466661,-0.9897665063795565,DECREASES_SUSPICION,0.9897665063795565
SCN00780016,CUST000078,transaction_month,1.3049611894514612,0.9785566627955675,INCREASES_SUSPICION,0.9785566627955675
SCN00780016,CUST000078,customer_total_transactions,2.561596690443481,0.942125758813026,INCREASES_SUSPICION,0.942125758813026
SCN00780016,CUST000078,layering_behavior_score,6.501674231305839,0.8680451409194565,INCREASES_SUSPICION,0.8680451409194565
SCN00780016,CUST000078,rapid_movement_flag,6.501674231305839,0.8680451409194565,INCREASES_SUSPICION,0.8680451409194565
SCN00780016,CUST000078,annual_transaction_volume_vs_income,2.5193802205144924,-0.6818818752623343,DECREASES_SUSPICION,0.6818818752623343
SCN00780016,CUST000078,amount_vs_customer_average,0.9760118535102019,-0.6715316805656573,DECREASES_SUSPICION,0.6715316805656573
SCN00780016,CUST000078,funnel_behavior_score,6.963977447647866,0.6590058449871733,INCREASES_SUSPICION,0.6590058449871733
SCN00780016,CUST000078,multiple_near_threshold,5.5979022877327544,-0.5625675392858871,DECREASES_SUSPICION,0.5625675392858871
SCN00780016,CUST000078,is_night_transaction,-0.7056521045655065,-0.5303448911033611,DECREASES_SUSPICION,0.5303448911033611
SCN00780016,CUST000078,customer_total_volume,1.8028234176708224,-0.5303215612960653,DECREASES_SUSPICION,0.5303215612960653
SCN00780016,CUST000078,volume_7d,4.029443525062611,0.4322798003696579,INCREASES_SUSPICION,0.4322798003696579
SCN00780016,CUST000078,average_transaction_24h,2.3495308966090236,-0.4176505605402423,DECREASES_SUSPICION,0.4176505605402423
SCN00780016,CUST000078,international_ratio,-1.994805464964567,-0.3006552147025633,DECREASES_SUSPICION,0.3006552147025633
SCN00780016,CUST000078,customer_max_transaction,0.9362891850686356,0.27666968695277916,INCREASES_SUSPICION,0.27666968695277916
SCN00780016,CUST000078,amount_zscore,1.3297917831244415,-0.2726761978624606,DECREASES_SUSPICION,0.2726761978624606
SCN00780016,CUST000078,cash_ratio_24h,-0.4763528344557266,0.2685078602725247,INCREASES_SUSPICION,0.2685078602725247
SCN00780016,CUST000078,customer_transaction_std,1.3964195036933023,0.233927278087471,INCREASES_SUSPICION,0.233927278087471
SCN00780016,CUST000078,is_weekend,-0.6308766005661738,0.20235431141252389,INCREASES_SUSPICION,0.20235431141252389
SCN00780016,CUST000078,customer_volume_share,0.24949825543001058,-0.1954572308243446,DECREASES_SUSPICION,0.1954572308243446
SCN00780016,CUST000078,amount_vs_expected_monthly,1.551607101525297,-0.1512884838342007,DECREASES_SUSPICION,0.1512884838342007
SCN00780016,CUST000078,cash_ratio,-1.0059225931668132,0.14528066492176167,INCREASES_SUSPICION,0.14528066492176167
SCN00780016,CUST000078,transaction_day,1.1068065958928541,0.13468425725370908,INCREASES_SUSPICION,0.13468425725370908
SCN00780016,CUST000078,is_small_cash_transaction,-0.4684245065413425,-0.11595675908825134,DECREASES_SUSPICION,0.11595675908825134
SCN00780016,CUST000078,top_transaction_indicator,-0.20485234745871841,0.11106673888407563,INCREASES_SUSPICION,0.11106673888407563
SCN00780016,CUST000078,customer_average_transaction,1.7542876629020554,0.10090427518119535,INCREASES_SUSPICION,0.10090427518119535
SCN00780016,CUST000078,rule_alert_ratio,0.07627171145524292,-0.0966651836882983,DECREASES_SUSPICION,0.0966651836882983
SCN00780016,CUST000078,customer_min_transaction,-0.33598829081667475,-0.07243194963227277,DECREASES_SUSPICION,0.07243194963227277
SCN00780016,CUST000078,pep_flag,-0.18663036593260304,0.07071365645042435,INCREASES_SUSPICION,0.07071365645042435
SCN00780016,CUST000078,counterparty_diversity_ratio,0.2497635520097064,0.06615578878332148,INCREASES_SUSPICION,0.06615578878332148
SCN00780016,CUST000078,high_customer_risk,-0.1956002000064314,0.064840552725067,INCREASES_SUSPICION,0.064840552725067
SCN00780016,CUST000078,customer_volume_vs_expected,0.9410749708680836,0.057879161514407584,INCREASES_SUSPICION,0.057879161514407584
SCN00780016,CUST000078,rapid_movement_customer_count,3.6151424977256053,-0.05767532904862815,DECREASES_SUSPICION,0.05767532904862815
SCN00780016,CUST000078,customer_risk_numeric,-0.2656167252447647,0.05432719276483326,INCREASES_SUSPICION,0.05432719276483326
SCN00780016,CUST000078,unique_destination_countries,-0.17465886627971722,0.05362267627624803,INCREASES_SUSPICION,0.05362267627624803
SCN00780016,CUST000078,transaction_day_of_week,-0.004125806411669426,-0.042370704244793236,DECREASES_SUSPICION,0.042370704244793236
SCN00780016,CUST000078,average_transaction_7d,2.3464388593952554,0.04219016274546208,INCREASES_SUSPICION,0.04219016274546208
SCN00780016,CUST000078,international_transactions_24h,-0.5777349634726284,-0.04152716906025318,DECREASES_SUSPICION,0.04152716906025318
SCN00780016,CUST000078,high_risk_customer_profile,-0.281017846526602,0.03030778267259394,INCREASES_SUSPICION,0.03030778267259394
